Shipment_ID,Order_ID,Customer_Name,Source_City,Destination_City,Shipment_Date,Delivery_Date,Transport_Mode,Weight_kg,Distance_km,Vendor,Cost,Selling_Price,Delivery_Status,Damage_Flag,Delivery_Time_Days,Return_Reason,Driver_Rating,Vehicle_Type,Fuel_Consumption_Litres
11505,12813,Sita,Mumbai,Bangalore,2021-10-14,2022-05-10,Air,0.0,100.0,BlueDart,,1200.0,Delayed,,1.0,NaN,1.0,Mini Van,15.0
11506,14645,John,Bangalore,Coimbatore,2022-08-09,2022-10-24,,30.0,300.0,FedEx,200.0,700.0,Returned,0.0,8.0,Wrong Item,0.0,Bike,15.0
11507,8356,NULL,Mumbai,Coimbatore,2022-04-09,2022-03-29,Sea,20.0,50.0,DHL,1500.0,0.0,Unknown,1.0,5.0,NaN,,Container,25.0
11508,13707,NULL,Kolkata,Kolkata,2021-12-26,2021-04-25,Road,15.0,,FedEx,1000.0,1600.0,,0.0,1.0,Damaged,,Mini Van,-10.0
11509,12266,Sita,Kolkata,Coimbatore,2022-02-10,2021-02-20,Air,,150.0,Unknown,0.0,1200.0,Cancelled,,7.0,Damaged,4.0,Unknown,10.0
11510,11540,John,Delhi,,2021-06-18,2023-01-29,Road,10.0,-20.0,Unknown,500.0,300.0,Returned,1.0,2.0,Late,,Mini Van,10.0
11511,5038,NaN,Chennai,Chennai,2022-09-10,2022-12-16,,,100.0,,800.0,,,,-1.0,Late,2.0,,
11512,8342,Aisha,Hyderabad,,2022-09-18,2022-05-14,Road,5.0,300.0,Unknown,1000.0,2000.0,,0.0,6.0,,,,30.0
11513,14078,NaN,Delhi,Bangalore,2021-05-21,2021-04-27,Air,25.0,50.0,,-100.0,300.0,Delayed,0.0,3.0,NaN,0.0,Mini Van,15.0
11514,7844,NaN,Kolkata,Chennai,2022-11-06,2021-01-01,Rail,-5.0,50.0,Unknown,,0.0,Returned,0.0,6.0,,2.0,Container,-10.0
11515,6098,Ram,Chennai,Coimbatore,2023-03-02,2022-11-21,Unknown,5.0,50.0,Unknown,1500.0,,Returned,0.0,9.0,,,Container,-10.0
11516,12027,NaN,,Coimbatore,2022-08-06,2021-09-17,Air,0.0,-20.0,FedEx,1000.0,700.0,Delivered,1.0,6.0,,,Container,
11517,6823,NULL,Hyderabad,Mumbai,2021-11-14,2021-03-13,Road,-5.0,100.0,FedEx,200.0,1600.0,,0.0,1.0,,1.0,Container,15.0
11518,8155,,Unknown,Coimbatore,2022-11-05,2021-09-20,,-5.0,-20.0,Gati,1000.0,1200.0,Returned,1.0,6.0,NULL,0.0,Mini Van,
11519,8093,John,Hyderabad,Pune,2021-09-27,2021-03-13,Sea,0.0,100.0,,0.0,0.0,,1.0,3.0,Late,4.0,Unknown,10.0
11520,10658,Aisha,Bangalore,Bangalore,2022-08-10,2022-02-25,Sea,20.0,50.0,Gati,,0.0,In Transit,1.0,4.0,Wrong Item,,Truck,-10.0
11521,8778,Ram,Coimbatore,Delhi,2022-06-23,2022-02-14,,,100.0,FedEx,1000.0,1600.0,In Transit,0.0,4.0,Wrong Item,0.0,Truck,
11522,7896,NaN,Hyderabad,Unknown,2022-06-29,2021-12-06,Road,5.0,50.0,DHL,0.0,1600.0,Cancelled,0.0,9.0,Wrong Item,,Unknown,30.0
11523,5988,,Kolkata,Mumbai,2023-04-20,2021-01-26,Unknown,,200.0,ABC Logistics,1000.0,700.0,Returned,,8.0,Wrong Item,4.0,Unknown,
11524,9116,John,Bangalore,Hyderabad,2022-08-03,2021-10-12,,30.0,100.0,,,1600.0,Cancelled,0.0,7.0,Wrong Item,4.0,Container,20.0
11525,11446,Sita,Pune,Chennai,2022-03-02,2022-03-14,Road,25.0,150.0,BlueDart,800.0,1200.0,Delayed,0.0,5.0,NULL,1.0,,25.0
11526,9179,Sita,Mumbai,Delhi,2021-01-31,2021-10-27,Air,5.0,100.0,Gati,1500.0,0.0,,0.0,10.0,Late,1.0,Mini Van,-10.0
11527,6682,Sita,,Unknown,2023-04-26,2021-02-08,Unknown,0.0,50.0,,1000.0,300.0,Delayed,1.0,,NaN,1.0,Truck,-10.0
11528,10626,NULL,Unknown,Coimbatore,2022-04-06,2022-08-16,Rail,5.0,150.0,ABC Logistics,1000.0,1600.0,Delivered,,4.0,,5.0,Unknown,
11529,12424,Aisha,,,2021-08-21,2022-04-17,Road,5.0,300.0,Gati,800.0,1200.0,Delivered,0.0,3.0,,,Mini Van,-10.0
11530,5933,Sita,Pune,Pune,2022-01-12,2022-04-14,Sea,15.0,150.0,,500.0,1200.0,Returned,,-1.0,,0.0,,
11531,8598,NULL,Coimbatore,Chennai,2021-07-05,2023-05-28,Sea,0.0,150.0,Gati,1000.0,700.0,Returned,1.0,1.0,Late,2.0,Unknown,10.0
11532,6980,Vikram,Hyderabad,Chennai,2023-01-29,2022-05-16,Unknown,0.0,100.0,Gati,0.0,1600.0,Cancelled,,9.0,Late,5.0,Mini Van,25.0
11533,8056,NULL,Delhi,Chennai,2022-11-07,2021-06-27,Rail,,400.0,FedEx,,0.0,Cancelled,,8.0,NaN,5.0,,10.0
11534,13984,Ram,Bangalore,Bangalore,2022-07-03,2021-03-19,Road,25.0,150.0,Unknown,-100.0,700.0,Returned,,1.0,NULL,2.0,Unknown,30.0
11535,5791,NULL,Unknown,Chennai,2021-12-12,2021-10-18,Rail,0.0,150.0,FedEx,0.0,300.0,Unknown,,2.0,NULL,,,15.0
11536,10390,Aisha,Pune,Mumbai,2023-04-24,2023-06-04,Air,10.0,,Gati,,300.0,Returned,,1.0,NaN,3.0,Bike,20.0
11537,11635,,Coimbatore,Unknown,2022-12-01,2022-08-04,Rail,0.0,50.0,Gati,-100.0,,Delivered,1.0,1.0,,3.0,Unknown,25.0
11538,7255,NaN,,,2022-01-02,2023-03-05,Air,10.0,100.0,Unknown,1000.0,1200.0,Delivered,0.0,9.0,NaN,3.0,,20.0
11539,8610,NULL,Pune,Mumbai,2022-10-28,2021-12-03,Sea,25.0,50.0,BlueDart,500.0,1600.0,Delivered,,5.0,Late,0.0,Bike,15.0
11540,6607,Sita,Unknown,Mumbai,2023-05-27,2023-03-14,Air,20.0,100.0,ABC Logistics,,,Returned,1.0,3.0,,1.0,Unknown,10.0
11541,10179,Ram,Unknown,Pune,2022-12-10,2022-03-21,Road,5.0,-20.0,Unknown,0.0,0.0,Cancelled,1.0,2.0,NULL,1.0,Unknown,30.0
11542,11573,John,Coimbatore,,2021-06-07,2021-11-22,Unknown,25.0,300.0,ABC Logistics,-100.0,1200.0,In Transit,0.0,-1.0,NaN,4.0,,15.0
11543,5984,Sita,,Pune,2023-01-18,2021-03-09,Unknown,,400.0,DHL,-100.0,0.0,In Transit,1.0,8.0,,0.0,,20.0
11544,10776,Ram,Kolkata,Chennai,2021-11-17,2021-07-13,Road,5.0,150.0,Unknown,0.0,1600.0,Cancelled,0.0,8.0,NULL,0.0,Mini Van,-10.0
11545,8676,Vikram,Unknown,Chennai,2022-04-17,2022-02-06,Road,10.0,,DHL,1000.0,700.0,Cancelled,,6.0,Damaged,4.0,Bike,20.0
11546,8380,NaN,Bangalore,Mumbai,2021-04-13,2022-04-16,Road,-5.0,100.0,DHL,1000.0,300.0,Unknown,1.0,2.0,Wrong Item,5.0,Unknown,20.0
11547,13711,John,Bangalore,Mumbai,2022-08-13,2021-04-28,,25.0,150.0,FedEx,1000.0,,Cancelled,1.0,,Damaged,4.0,Truck,10.0
11548,13782,Vikram,Mumbai,Chennai,2021-09-11,2021-02-14,Air,,150.0,FedEx,1500.0,0.0,Delivered,1.0,1.0,NaN,1.0,Truck,-10.0
11549,6050,,,Kolkata,2021-04-25,2023-05-18,Road,10.0,200.0,BlueDart,,,Delayed,,6.0,,5.0,Mini Van,
11550,8633,Ram,Pune,Unknown,2021-09-05,2021-09-17,Unknown,,-20.0,FedEx,200.0,300.0,Unknown,0.0,1.0,,4.0,Truck,20.0
11551,11342,Vikram,Bangalore,Bangalore,2021-03-11,2022-04-04,Rail,,-20.0,DHL,1500.0,700.0,Returned,0.0,-1.0,Late,4.0,Truck,10.0
11552,5959,NaN,Coimbatore,Delhi,2022-10-15,2021-04-26,Rail,,50.0,,500.0,2000.0,Delivered,1.0,6.0,Wrong Item,0.0,,-10.0
11553,11059,NaN,Pune,Coimbatore,2022-10-29,2021-04-06,,25.0,-20.0,Gati,1500.0,2000.0,In Transit,1.0,10.0,NULL,3.0,Container,20.0
11554,13884,,,Hyderabad,2023-04-30,2022-12-23,Air,-5.0,-20.0,DHL,0.0,0.0,Returned,,2.0,,1.0,Container,25.0
11555,10655,NaN,Coimbatore,,2021-01-24,2022-08-17,Air,10.0,-20.0,BlueDart,1500.0,2000.0,Cancelled,,7.0,NULL,5.0,Truck,
11556,9473,Ram,Hyderabad,Pune,2022-08-27,2022-06-11,Air,20.0,400.0,Gati,800.0,1600.0,,0.0,-1.0,NULL,2.0,Mini Van,-10.0
11557,7946,Ram,Chennai,,2022-03-14,2021-07-10,Unknown,10.0,,FedEx,500.0,,Unknown,1.0,10.0,NULL,,Mini Van,-10.0
11558,12725,NaN,Bangalore,Chennai,2021-07-10,2021-10-27,Unknown,0.0,100.0,Gati,-100.0,700.0,Unknown,1.0,2.0,Damaged,4.0,Bike,25.0
11559,5526,Vikram,Bangalore,Delhi,2022-01-02,2021-11-07,,5.0,-20.0,,500.0,1600.0,In Transit,1.0,2.0,NULL,1.0,Mini Van,
11560,8224,Ram,Mumbai,Hyderabad,2021-03-13,2022-08-05,Air,-5.0,300.0,BlueDart,500.0,1600.0,Cancelled,1.0,6.0,Late,5.0,Mini Van,15.0
11561,6875,Sita,Kolkata,Mumbai,2022-07-24,2021-09-25,Air,25.0,400.0,FedEx,1500.0,0.0,,,4.0,Damaged,,,15.0
11562,6763,NaN,Mumbai,Mumbai,2023-02-11,2023-02-24,Road,15.0,200.0,ABC Logistics,500.0,700.0,Cancelled,,6.0,Damaged,0.0,,
11563,13712,Ram,,Pune,2022-02-08,2022-12-18,Air,20.0,50.0,DHL,,1600.0,Cancelled,0.0,-1.0,,1.0,Unknown,30.0
11564,10797,Aisha,Mumbai,Unknown,2022-12-13,2022-05-07,Unknown,5.0,300.0,Unknown,800.0,0.0,Returned,1.0,8.0,Wrong Item,1.0,Truck,20.0
11565,14208,,Kolkata,Coimbatore,2023-03-12,2022-09-20,Road,15.0,300.0,,1000.0,,In Transit,,,Wrong Item,5.0,Unknown,20.0
11566,12099,NaN,Kolkata,Unknown,2023-02-08,2021-03-27,Road,0.0,150.0,,1500.0,700.0,In Transit,1.0,10.0,NaN,3.0,Mini Van,10.0
11567,10109,Ram,Unknown,Delhi,2021-01-28,2022-08-13,Air,10.0,50.0,Unknown,1000.0,2000.0,Cancelled,0.0,3.0,,,Container,
11568,11644,Aisha,Unknown,Unknown,2023-05-17,2022-12-25,Rail,10.0,200.0,DHL,1000.0,2000.0,Delivered,1.0,5.0,Wrong Item,3.0,Mini Van,-10.0
11569,5116,Ram,Chennai,Pune,2023-02-24,2023-04-13,Sea,-5.0,100.0,BlueDart,-100.0,1600.0,Delayed,,5.0,NULL,4.0,Mini Van,15.0
11570,7433,Ram,Coimbatore,Hyderabad,2021-05-17,2021-03-16,Unknown,25.0,100.0,BlueDart,1500.0,300.0,,,10.0,Late,3.0,Truck,
11571,10463,Vikram,Hyderabad,Hyderabad,2023-04-08,2022-09-18,Rail,25.0,200.0,,,700.0,Delivered,0.0,9.0,NULL,4.0,Container,25.0
11572,5583,Sita,Kolkata,Hyderabad,2023-01-11,2021-10-15,Air,5.0,150.0,DHL,-100.0,1200.0,Returned,0.0,7.0,Wrong Item,4.0,Truck,10.0
11573,13586,NaN,Hyderabad,Mumbai,2022-06-19,2021-10-26,Air,30.0,150.0,Gati,1500.0,0.0,,1.0,9.0,Wrong Item,5.0,Mini Van,25.0
11574,8788,,Bangalore,Kolkata,2021-03-26,2022-03-25,Rail,0.0,300.0,ABC Logistics,500.0,1200.0,Delayed,1.0,8.0,Late,1.0,Container,10.0
11575,9167,NaN,Delhi,Delhi,2021-08-11,2021-06-16,Air,30.0,-20.0,ABC Logistics,-100.0,1600.0,Delivered,,3.0,Damaged,2.0,Mini Van,15.0
11576,13465,Sita,Chennai,Coimbatore,2022-07-22,2021-03-11,Unknown,,50.0,BlueDart,800.0,300.0,,,2.0,Damaged,0.0,Unknown,20.0
11577,6389,John,,Delhi,2023-03-28,2021-09-26,Road,20.0,300.0,BlueDart,1500.0,700.0,Unknown,,3.0,Late,2.0,Truck,
11578,13357,Vikram,Pune,Delhi,2023-01-24,2021-03-30,,10.0,-20.0,Gati,1000.0,2000.0,In Transit,0.0,6.0,Damaged,3.0,Truck,20.0
11579,14759,Vikram,Hyderabad,Unknown,2022-06-04,2021-05-31,Air,5.0,,BlueDart,1500.0,1600.0,Delivered,0.0,,Wrong Item,5.0,,15.0
11580,11154,Sita,Mumbai,Bangalore,2021-09-06,2021-08-02,Air,30.0,,ABC Logistics,800.0,700.0,Cancelled,0.0,-1.0,Damaged,2.0,Container,
11581,10420,NULL,Kolkata,Delhi,2021-06-13,2022-08-02,Rail,-5.0,100.0,DHL,200.0,700.0,Returned,1.0,10.0,Wrong Item,0.0,,-10.0
11582,13920,Vikram,Hyderabad,Pune,2022-10-12,2021-03-15,Road,25.0,200.0,,,700.0,Delivered,0.0,4.0,,1.0,Unknown,25.0
11583,7043,NaN,Pune,Bangalore,2021-07-05,2023-01-19,Rail,10.0,50.0,ABC Logistics,1000.0,300.0,,1.0,,NULL,4.0,Container,30.0
11584,9197,Sita,Kolkata,Kolkata,2022-02-12,2023-03-06,Unknown,5.0,200.0,Gati,200.0,700.0,Delivered,1.0,1.0,Damaged,4.0,Bike,30.0
11585,8496,Vikram,,Pune,2022-06-06,2023-06-08,Rail,15.0,50.0,DHL,200.0,300.0,,1.0,10.0,,5.0,Container,15.0
11586,5778,Ram,Delhi,Delhi,2021-05-01,2022-07-16,Air,20.0,400.0,DHL,-100.0,300.0,Delayed,0.0,10.0,NaN,3.0,Mini Van,-10.0
11587,5213,Sita,Mumbai,,2021-09-25,2022-02-09,Road,,100.0,,0.0,,Cancelled,,9.0,Damaged,1.0,Container,10.0
11588,8762,Sita,Hyderabad,Mumbai,2021-05-31,2022-07-13,Unknown,-5.0,100.0,ABC Logistics,800.0,700.0,Unknown,0.0,6.0,,0.0,,20.0
11589,14768,NaN,Unknown,Unknown,2021-09-05,2022-02-27,Air,0.0,400.0,Unknown,-100.0,,Delayed,0.0,1.0,Late,3.0,Truck,25.0
11590,11731,Aisha,Chennai,Chennai,2021-09-23,2021-11-29,Unknown,-5.0,50.0,DHL,-100.0,2000.0,Unknown,0.0,3.0,,0.0,Truck,30.0
11591,8117,Vikram,Hyderabad,Coimbatore,2021-02-15,2022-05-23,Air,,150.0,DHL,,,Returned,1.0,,Wrong Item,3.0,Container,20.0
11592,10791,Vikram,Hyderabad,Coimbatore,2022-03-16,2022-12-13,Air,0.0,50.0,BlueDart,1500.0,,Returned,,,Late,5.0,Bike,15.0
11593,13783,Sita,Pune,Pune,2023-05-24,2021-12-05,Air,0.0,100.0,DHL,200.0,0.0,,0.0,1.0,Late,4.0,Truck,20.0
11594,7720,Ram,Pune,Coimbatore,2021-08-05,2021-05-19,,5.0,,Gati,0.0,0.0,Cancelled,0.0,-1.0,Wrong Item,3.0,Unknown,
11595,13905,Ram,Chennai,Bangalore,2021-06-21,2021-01-28,Sea,-5.0,200.0,DHL,500.0,0.0,Delayed,1.0,9.0,Damaged,0.0,Truck,30.0
11596,14127,,Hyderabad,Hyderabad,2022-02-15,2022-05-14,Road,10.0,300.0,BlueDart,1500.0,700.0,Cancelled,0.0,4.0,Late,3.0,Unknown,-10.0
11597,11047,Ram,Coimbatore,,2022-05-12,2023-04-03,,,200.0,FedEx,,2000.0,Delayed,0.0,2.0,Damaged,1.0,Unknown,25.0
11598,13032,Vikram,,Chennai,2022-09-15,2022-08-21,Sea,25.0,100.0,FedEx,1000.0,1600.0,,1.0,4.0,NULL,,Unknown,10.0
11599,5001,NULL,Pune,Coimbatore,2021-08-21,2023-05-18,Unknown,20.0,200.0,Gati,1500.0,1200.0,,0.0,2.0,,4.0,Truck,10.0
11600,11368,Aisha,Pune,Coimbatore,2021-12-24,2021-06-06,Sea,5.0,150.0,,-100.0,1600.0,,,6.0,,3.0,Bike,
11601,6949,Sita,Coimbatore,Pune,2021-03-02,2023-02-12,Sea,5.0,150.0,,800.0,300.0,In Transit,1.0,6.0,Wrong Item,,,-10.0
11602,11732,John,Kolkata,Delhi,2021-11-17,2022-05-03,,15.0,,Unknown,0.0,1600.0,Cancelled,,,Wrong Item,2.0,Container,
11603,12833,Aisha,Hyderabad,Mumbai,2023-01-11,2021-09-27,Road,5.0,50.0,Unknown,-100.0,1200.0,Unknown,0.0,7.0,NaN,0.0,Unknown,20.0
11604,5917,NaN,Chennai,Unknown,2022-07-03,2023-05-02,Rail,0.0,-20.0,Gati,800.0,1200.0,Returned,1.0,9.0,,,Bike,10.0
11605,8174,NaN,Pune,Unknown,2022-12-30,2021-08-26,Sea,15.0,200.0,DHL,1000.0,2000.0,Delayed,1.0,,NULL,2.0,Container,30.0
11606,12014,NULL,Chennai,Unknown,2021-12-01,2021-02-26,Rail,10.0,200.0,DHL,1000.0,0.0,In Transit,0.0,9.0,Wrong Item,0.0,Mini Van,-10.0
11607,5089,John,Chennai,Unknown,2021-11-13,2023-06-02,Rail,30.0,100.0,FedEx,1000.0,1600.0,Returned,,4.0,NULL,4.0,Unknown,25.0
11608,6709,Aisha,,Kolkata,2022-11-29,2023-04-03,Air,20.0,50.0,FedEx,0.0,300.0,Delayed,0.0,9.0,NaN,4.0,Container,10.0
11609,8041,Ram,Unknown,Chennai,2022-08-12,2022-09-08,Rail,20.0,50.0,ABC Logistics,0.0,,In Transit,1.0,8.0,Wrong Item,5.0,Unknown,10.0
11610,5105,Vikram,Pune,Delhi,2022-03-10,2022-06-13,Unknown,10.0,200.0,FedEx,800.0,,Returned,1.0,-1.0,Late,,Truck,15.0
11611,14078,NULL,Mumbai,Mumbai,2021-06-30,2021-05-29,Unknown,10.0,300.0,Unknown,-100.0,300.0,Returned,1.0,1.0,NaN,0.0,Bike,10.0
11612,13619,John,Kolkata,Mumbai,2021-07-03,2021-06-01,Air,30.0,200.0,FedEx,,2000.0,In Transit,0.0,7.0,Damaged,3.0,Unknown,10.0
11613,6895,NULL,Chennai,Pune,2023-04-22,2022-07-29,Road,25.0,200.0,Gati,0.0,,Returned,0.0,7.0,,2.0,Bike,30.0
11614,11090,Aisha,Pune,,2021-07-21,2022-01-26,Road,-5.0,200.0,ABC Logistics,,2000.0,Delayed,0.0,10.0,Damaged,,,-10.0
11615,13508,Vikram,Kolkata,Coimbatore,2022-01-08,2021-01-19,Unknown,20.0,150.0,,0.0,,Unknown,,4.0,NaN,2.0,Mini Van,10.0
11616,11082,NULL,Mumbai,Coimbatore,2023-05-16,2022-03-14,Air,25.0,400.0,ABC Logistics,1500.0,,Delayed,,7.0,,0.0,,15.0
11617,5634,John,Pune,Delhi,2021-01-15,2021-06-14,Road,5.0,50.0,DHL,200.0,1600.0,Returned,,,NaN,4.0,,15.0
11618,6925,Sita,Hyderabad,Kolkata,2021-06-29,2022-05-07,Sea,10.0,400.0,DHL,200.0,2000.0,Delivered,1.0,,Wrong Item,0.0,Mini Van,
11619,7056,Aisha,Chennai,Bangalore,2022-11-20,2022-11-16,Road,15.0,150.0,ABC Logistics,500.0,1200.0,,,,Damaged,4.0,Truck,15.0
11620,11917,Sita,Mumbai,Hyderabad,2021-03-29,2021-01-24,Air,25.0,300.0,ABC Logistics,800.0,300.0,In Transit,1.0,,NaN,1.0,Bike,10.0
11621,8144,Ram,Hyderabad,Delhi,2021-02-02,2021-04-26,Unknown,25.0,-20.0,DHL,1000.0,,Delivered,,10.0,NaN,1.0,Container,
11622,14631,Sita,Chennai,Bangalore,2022-05-01,2022-11-26,Sea,20.0,100.0,Unknown,,0.0,Delayed,,10.0,NULL,0.0,Mini Van,20.0
11623,5552,Sita,Bangalore,Hyderabad,2022-01-08,2023-04-23,Rail,15.0,,Gati,0.0,1200.0,Returned,1.0,5.0,NaN,4.0,,20.0
11624,13907,,Delhi,Mumbai,2021-10-27,2021-05-01,Rail,-5.0,300.0,Gati,1500.0,700.0,Cancelled,0.0,5.0,Wrong Item,1.0,Container,30.0
11625,10383,Aisha,Coimbatore,Kolkata,2022-07-11,2023-02-19,Rail,5.0,50.0,Gati,,1200.0,Unknown,,5.0,NaN,4.0,Unknown,-10.0
11626,8911,Ram,Chennai,Delhi,2022-05-22,2021-05-28,Unknown,30.0,100.0,Gati,800.0,0.0,Cancelled,1.0,6.0,Late,,Mini Van,20.0
11627,14905,Sita,Mumbai,Unknown,2023-02-22,2023-02-23,Air,,400.0,DHL,-100.0,300.0,,0.0,7.0,Damaged,4.0,Unknown,30.0
11628,8389,NaN,Mumbai,Mumbai,2021-06-22,2021-07-02,Rail,20.0,300.0,Unknown,500.0,700.0,Delivered,0.0,5.0,Damaged,5.0,Mini Van,30.0
11629,14299,Vikram,Delhi,Bangalore,2022-06-28,2022-05-12,Road,15.0,50.0,BlueDart,-100.0,1600.0,Delivered,0.0,9.0,Late,1.0,Truck,
11630,13442,John,Pune,Delhi,2023-06-19,2023-05-25,Rail,0.0,,FedEx,,0.0,Delivered,1.0,-1.0,,3.0,Unknown,15.0
11631,7430,Sita,Coimbatore,Delhi,2021-03-31,2021-10-01,,-5.0,-20.0,FedEx,200.0,700.0,Delayed,,,Wrong Item,3.0,Truck,25.0
11632,5458,Ram,Kolkata,Pune,2022-11-25,2021-02-24,Unknown,5.0,-20.0,FedEx,1500.0,2000.0,,,9.0,Late,,Bike,30.0
11633,5207,Sita,Chennai,Chennai,2022-11-14,2021-07-01,,-5.0,,FedEx,200.0,300.0,Unknown,,7.0,NaN,5.0,Bike,-10.0
11634,5899,John,Pune,Mumbai,2022-12-28,2022-07-16,Rail,,300.0,DHL,-100.0,2000.0,,0.0,10.0,NULL,0.0,Container,10.0
11635,5021,Ram,Hyderabad,Delhi,2022-06-16,2022-03-22,Rail,5.0,100.0,BlueDart,1500.0,1200.0,Delayed,,3.0,Wrong Item,3.0,Bike,15.0
11636,13601,Aisha,Kolkata,Coimbatore,2021-01-23,2021-07-29,,,100.0,DHL,-100.0,1600.0,,1.0,4.0,Late,3.0,Unknown,10.0
11637,5894,Ram,Coimbatore,Coimbatore,2021-05-21,2021-12-30,Unknown,25.0,300.0,BlueDart,1000.0,300.0,Unknown,,4.0,Late,,Unknown,10.0
11638,5514,Aisha,Pune,Chennai,2022-12-17,2021-06-08,Unknown,,150.0,DHL,-100.0,1600.0,Returned,,7.0,Damaged,,Mini Van,20.0
11639,12294,Ram,Unknown,Delhi,2021-08-01,2021-05-01,Rail,-5.0,300.0,Unknown,1500.0,,Delayed,,2.0,Damaged,5.0,Mini Van,10.0
11640,9904,NaN,Kolkata,Unknown,2021-05-27,2022-08-27,Unknown,0.0,400.0,ABC Logistics,0.0,300.0,Returned,,,Damaged,2.0,Mini Van,
11641,12867,NULL,,Chennai,2023-02-12,2022-04-17,Sea,30.0,300.0,BlueDart,1000.0,0.0,Returned,1.0,5.0,Wrong Item,5.0,Unknown,30.0
11642,9109,John,,Chennai,2021-11-10,2021-09-17,Unknown,10.0,300.0,FedEx,800.0,2000.0,Delivered,,,NaN,5.0,Mini Van,-10.0
11643,12179,John,Chennai,Bangalore,2022-01-25,2022-06-12,,0.0,150.0,BlueDart,-100.0,1200.0,Cancelled,0.0,,,1.0,Truck,10.0
11644,6560,Ram,Chennai,Bangalore,2021-08-12,2022-02-03,Air,20.0,200.0,,200.0,700.0,Unknown,,4.0,Wrong Item,3.0,Mini Van,-10.0
11645,6266,NULL,Chennai,,2022-08-14,2021-10-25,,0.0,100.0,Gati,1500.0,1600.0,Delivered,0.0,10.0,Damaged,0.0,Mini Van,10.0
11646,8638,Sita,Coimbatore,Mumbai,2021-11-22,2021-04-10,Road,,400.0,BlueDart,1500.0,300.0,Delayed,0.0,,Damaged,3.0,Mini Van,20.0
11647,13941,John,Unknown,Hyderabad,2022-02-26,2023-02-16,Sea,20.0,50.0,,500.0,300.0,In Transit,0.0,9.0,Wrong Item,2.0,,10.0
11648,8427,NaN,Pune,Chennai,2023-03-19,2021-03-07,Air,0.0,100.0,Gati,200.0,,Delayed,1.0,1.0,NaN,0.0,Unknown,30.0
11649,9780,Aisha,Hyderabad,Bangalore,2021-12-21,2023-01-28,Rail,10.0,100.0,,800.0,1600.0,Unknown,0.0,10.0,NaN,5.0,Unknown,30.0
11650,6927,Aisha,Bangalore,Kolkata,2022-05-07,2021-09-01,Road,-5.0,200.0,Gati,1000.0,700.0,Cancelled,0.0,3.0,Late,4.0,Container,10.0
11651,7356,Vikram,Mumbai,,2022-01-03,2021-09-14,Road,30.0,100.0,ABC Logistics,800.0,1200.0,Delayed,,6.0,Late,2.0,Unknown,30.0
11652,9790,,Hyderabad,Delhi,2023-03-03,2023-03-15,Sea,,100.0,BlueDart,500.0,300.0,Cancelled,1.0,,Damaged,2.0,Container,
11653,5306,NULL,Pune,Mumbai,2021-01-20,2023-04-16,Air,5.0,150.0,,800.0,300.0,In Transit,1.0,4.0,Damaged,3.0,Mini Van,
11654,12979,,Unknown,Delhi,2023-05-19,2022-07-17,Road,15.0,150.0,Unknown,-100.0,1600.0,In Transit,1.0,3.0,,3.0,Unknown,30.0
11655,8665,,Coimbatore,,2022-11-15,2023-06-01,Air,25.0,150.0,ABC Logistics,1000.0,1600.0,,0.0,6.0,NaN,3.0,Mini Van,20.0
11656,12057,Aisha,Kolkata,Pune,2021-06-20,2023-04-23,Air,,150.0,FedEx,200.0,300.0,Returned,0.0,,Late,3.0,Container,-10.0
11657,5661,NaN,Hyderabad,Coimbatore,2022-04-02,2022-07-02,Unknown,5.0,150.0,BlueDart,,300.0,Unknown,0.0,3.0,,2.0,Bike,15.0
11658,9644,NaN,Kolkata,Mumbai,2023-03-29,2023-01-20,Road,-5.0,-20.0,DHL,500.0,,Delayed,,7.0,Damaged,,,
11659,13503,Vikram,Bangalore,Coimbatore,2022-01-28,2021-10-07,Air,25.0,400.0,DHL,0.0,300.0,Returned,0.0,-1.0,NaN,5.0,,15.0
11660,7920,,Pune,Kolkata,2022-08-27,2021-05-08,Sea,15.0,50.0,DHL,1500.0,2000.0,Delivered,1.0,1.0,Damaged,,Unknown,25.0
11661,14274,,Unknown,Delhi,2021-02-06,2021-12-02,Road,,200.0,Unknown,1500.0,300.0,Unknown,,9.0,,,Bike,-10.0
11662,13946,Ram,Pune,Pune,2023-03-26,2021-07-01,Sea,0.0,300.0,,200.0,1200.0,Delivered,,10.0,,3.0,Mini Van,15.0
11663,11236,Ram,Mumbai,Kolkata,2021-04-24,2023-03-05,Sea,15.0,,,-100.0,1200.0,Delivered,1.0,2.0,Damaged,1.0,Container,
11664,11078,Ram,Coimbatore,Hyderabad,2022-06-11,2021-08-23,Air,,400.0,Gati,,0.0,,0.0,4.0,NULL,2.0,,
11665,5352,Sita,Mumbai,Delhi,2022-08-19,2023-03-10,Air,,150.0,DHL,800.0,,Delivered,,6.0,Damaged,0.0,Bike,10.0
11666,14094,,Pune,,2021-08-28,2021-07-06,Unknown,20.0,200.0,FedEx,0.0,700.0,Delivered,1.0,6.0,Late,0.0,Bike,30.0
11667,12005,NaN,Mumbai,Pune,2021-04-14,2023-06-01,Unknown,-5.0,300.0,,0.0,1600.0,Delayed,0.0,,NaN,4.0,Truck,15.0
11668,5158,NaN,Delhi,Mumbai,2023-01-20,2022-04-10,Road,5.0,100.0,Unknown,1500.0,700.0,Returned,,8.0,NaN,4.0,Unknown,20.0
